ticker,name,sector,industry,cik,index_member,sic_code,sic_desc
PCRX,"Pacira BioSciences, Inc.",Health Care,Pharmaceuticals,1396814,SP600,2834,Pharmaceutical Preparations
PDFS,"PDF Solutions, Inc.",Information Technology,Semiconductor Materials & Equipment,1120914,SP600,7372,Services-Prepackaged Software
PEB,Pebblebrook Hotel Trust,Real Estate,Hotel & Resort REITs,1474098,SP600,6798,Real Estate Investment Trusts
PECO,Phillips Edison & Company,Real Estate,Retail REITs,1476204,SP600,6798,Real Estate Investment Trusts
PENG,"Penguin Solutions, Inc.",Information Technology,Semiconductors,1616533,SP600,3674,Semiconductors & Related Devices
PENN,Penn Entertainment,Consumer Discretionary,Casinos & Gaming,921738,SP600,7011,Hotels & Motels
PFBC,Preferred Bank,Financials,Regional Banks,1492165,SP600,,
PFS,"Provident Financial Services, Inc.",Financials,Regional Banks,1178970,SP600,6035,"Savings Institution, Federally Chartered"
PGNY,Progyny,Health Care,Health Care Services,1551306,SP600,8090,"Services-Misc Health & Allied Services, NEC"
PHIN,"PHINIA, Inc.",Consumer Discretionary,Automotive Retail,1968915,SP600,3714,Motor Vehicle Parts & Accessories
PI,"Impinj, Inc.",Information Technology,Electronic Equipment & Instruments,1114995,SP600,3679,"Electronic Components, NEC"
PIPR,Piper Sandler Companies,Financials,Investment Banking & Brokerage,1230245,SP600,6211,"Security Brokers, Dealers & Flotation Companies"
PJT,"PJT Partners, Inc.",Financials,Investment Banking & Brokerage,1626115,SP600,6282,Investment Advice
PLAB,"Photronics, Inc.",Information Technology,Semiconductor Materials & Equipment,810136,SP600,3674,Semiconductors & Related Devices
PLMR,"Palomar Holdings, Inc.",Financials,Property & Casualty Insurance,1761312,SP600,6331,"Fire, Marine & Casualty Insurance"
PLUS,"ePlus, Inc.",Information Technology,Technology Distributors,1022408,SP600,5045,Wholesale-Computers & Peripheral Equipment & Software
PLXS,Plexus Corp.,Information Technology,Electronic Manufacturing Services,785786,SP600,3672,Printed Circuit Boards
PMT,PennyMac Mortgage Investment Trust,Real Estate,Mortgage REITs,1464423,SP600,6798,Real Estate Investment Trusts
POWI,Power Integrations,Information Technology,Semiconductors,833640,SP600,3674,Semiconductors & Related Devices
POWL,"Powell Industries, Inc.",Industrials,Electrical Components & Equipment,80420,SP600,3613,Switchgear & Switchboard Apparatus
PRA,ProAssurance Corporation,Financials,Property & Casualty Insurance,1127703,SP600,6331,"Fire, Marine & Casualty Insurance"
PRAA,"PRA Group, Inc.",Financials,Consumer Finance,1185348,SP600,6153,Short-Term Business Credit Institutions
PRDO,Perdoceo Education Corp.,Consumer Discretionary,Education Services,1046568,SP600,8200,Services-Educational Services
PRG,"PROG Holdings, Inc.",Financials,Consumer Finance,1808834,SP600,7359,"Services-Equipment Rental & Leasing, NEC"
PRGO,Perrigo,Health Care,Pharmaceuticals,1585364,SP600,2834,Pharmaceutical Preparations
PRGS,Progress Software Corporation,Information Technology,Systems Software,876167,SP600,7372,Services-Prepackaged Software
PRIM,Primoris Services Corporation,Industrials,Construction & Engineering,1361538,SP600,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
PRK,Park National Corp.,Financials,Regional Banks,805676,SP600,6021,National Commercial Banks
PRKS,United Parks & Resorts,Consumer Discretionary,Leisure Facilities,1564902,SP600,7990,Services-Miscellaneous Amusement & Recreation
PRLB,Protolabs,Industrials,Industrial Machinery & Supplies & Components,1443669,SP600,3440,Fabricated Structural Metal Products
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",884219,SP600,7990,Services-Miscellaneous Amusement & Recreation
PRVA,"Privia Health Group, Inc.",Health Care,Health Care Services,1759655,SP600,8000,Services-Health Services
PSMT,PriceSmart,Consumer Staples,Consumer Staples Merchandise Retail,1041803,SP600,5331,Retail-Variety Stores
PTCT,"PTC Therapeutics, Inc.",Health Care,Pharmaceuticals,1070081,SP600,2834,Pharmaceutical Preparations
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,889900,SP600,1381,Drilling Oil & Gas Wells
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Biotechnology,1377121,SP600,2834,Pharmaceutical Preparations
PZZA,Papa John's Pizza,Consumer Discretionary,Restaurants,901491,SP600,5812,Retail-Eating  Places
QDEL,QuidelOrtho,Health Care,Health Care Supplies,1906324,SP600,2835,In Vitro & In Vivo Diagnostic Substances
QNST,"QuinStreet, Inc.",Communication Services,Interactive Media & Services,1117297,SP600,7389,"Services-Business Services, NEC"
QRVO,Qorvo,Information Technology,Semiconductors,1604778,SP600,3674,Semiconductors & Related Devices
QTWO,"Q2 Holdings, Inc.",Information Technology,Application Software,1410384,SP600,7372,Services-Prepackaged Software
RAMP,"LiveRamp Holdings, Inc.",Information Technology,Application Software,733269,SP600,7374,Services-Computer Processing & Data Preparation
RAL,Ralliant Corp,Information Technology,Electronic Equipment & Instruments,2041385,SP600,3823,"Industrial Instruments For Measurement, Display, and Control"
RCUS,"Arcus Biosciences, Inc.",Health Care,Biotechnology,1724521,SP600,2834,Pharmaceutical Preparations
RDN,"Radian Group, Inc.",Financials,Property & Casualty Insurance,890926,SP600,6351,Surety Insurance
RDNT,"RadNet, Inc.",Health Care,Health Care Services,790526,SP600,8071,Services-Medical Laboratories
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,742278,SP600,1389,"Oil & Gas Field Services, NEC"
REYN,Reynolds Consumer Products,Consumer Staples,Household Products,1786431,SP600,2673,"Plastics, Foil & Coated Paper Bags"
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,744187,SP600,2860,Industrial Organic Chemicals
REZI,"Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,1740332,SP600,5072,Wholesale-Hardware
RHI,Robert Half,Industrials,Human Resource & Employment Services,315213,SP600,7363,Services-Help Supply Services
RHP,Ryman Hospitality Properties,Real Estate,Hotel & Resort REITs,1040829,SP600,6798,Real Estate Investment Trusts
RITM,Rithm Capital,Financials,Mortgage REITs,1556593,SP600,6798,Real Estate Investment Trusts
RNG,"RingCentral, Inc.",Information Technology,Application Software,1384905,SP600,7374,Services-Computer Processing & Data Preparation
RNST,Renasant Corp.,Financials,Regional Banks,715072,SP600,6022,State Commercial Banks
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products,912562,SP600,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills"
ROG,Rogers Corporation,Information Technology,Electronic Components,84748,SP600,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,Casinos & Gaming,1653653,SP600,7011,Hotels & Motels
RUN,Sunrun,Industrials,Building Products,1469367,SP600,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
RUSHA,Rush Enterprises,Industrials,Construction Machinery & Heavy Transportation Equipment,1012019,SP600,5500,Retail-Auto Dealers & Gasoline Stations
RWT,"Redwood Trust, Inc.",Real Estate,Mortgage REITs,930236,SP600,6798,Real Estate Investment Trusts
RXO,"RXO, Inc.",Industrials,Cargo Ground Transportation,1929561,SP600,4700,Transportation Services
SAFE,"Safehold, Inc.",Real Estate,Other Specialized REITs,1095651,SP600,6798,Real Estate Investment Trusts
SABR,Sabre,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1597033,SP600,7370,"Services-Computer Programming, Data Processing, Etc."
SAFT,"Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,1172052,SP600,6331,"Fire, Marine & Casualty Insurance"
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,Automotive Retail,1043509,SP600,5500,Retail-Auto Dealers & Gasoline Stations
SANM,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,897723,SP600,3672,Printed Circuit Boards
SBCF,Seacoast Banking Corporation of Florida,Financials,Regional Banks,730708,SP600,6022,State Commercial Banks
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Stores,1368458,SP600,5990,"Retail-Retail Stores, NEC"
SBSI,"Southside Bancshares, Inc.",Financials,Regional Banks,705432,SP600,6022,State Commercial Banks
SCHL,Scholastic Corporation,Consumer Discretionary,Publishing,866729,SP600,2731,Books: Publishing or  Publishing & Printing
SCL,Stepan Company,Materials,Specialty Chemicals,94049,SP600,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics"
SCSC,"ScanSource, Inc.",Information Technology,Technology Distributors,918965,SP600,5045,Wholesale-Computers & Peripheral Equipment & Software
SDGR,"Schrödinger, Inc.",Health Care,Health Care Services,1490978,SP600,2834,Pharmaceutical Preparations
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,1419612,SP600,3674,Semiconductors & Related Devices
SEM,"Select Medical Holdings, Corp.",Health Care,Health Care Facilities,1320414,SP600,8060,Services-Hospitals
SEZL,Sezzle,Financials,Transaction & Payment Processing Services,1662991,SP600,7389,"Services-Business Services, NEC"
SFBS,"ServisFirst Bancshares, Inc.",Financials,Regional Banks,1430723,SP600,6022,State Commercial Banks
SFNC,Simmons First National Corporation,Financials,Regional Banks,90498,SP600,6021,National Commercial Banks
SHAK,"Shake Shack, Inc.",Consumer Discretionary,Restaurants,1620533,SP600,5810,Retail-Eating & Drinking Places
SHEN,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Services,354963,SP600,4813,Telephone Communications (No Radiotelephone)
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,Hotel & Resort REITs,1295810,SP600,7011,Hotels & Motels
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,Footwear,913241,SP600,3140,"Footwear, (No Rubber)"
SIG,Signet Jewelers,Consumer Discretionary,Specialty Stores,832988,SP600,5944,Retail-Jewelry Stores
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,Retail REITs,899715,SP600,6798,Real Estate Investment Trusts
SKY,"Champion Homes, Inc.",Consumer Discretionary,Homebuilding,90896,SP600,2451,Mobile Homes
SKYW,"SkyWest, Inc.",Industrials,Passenger Airlines,793733,SP600,4512,"Air Transportation, Scheduled"
SLG,SL Green Realty,Real Estate,Office REITs,1040971,SP600,6798,Real Estate Investment Trusts
SLVM,Sylvamo Corp.,Materials,Paper Products,1856485,SP600,2621,Paper Mills
SM,SM Energy Company,Energy,Oil & Gas Exploration & Production,893538,SP600,1311,Crude Petroleum & Natural Gas
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,93389,SP600,3714,Motor Vehicle Parts & Accessories
SMPL,Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,1702744,SP600,2000,Food and Kindred Products
SMTC,Semtech Corporation,Information Technology,Semiconductors,88941,SP600,3674,Semiconductors & Related Devices
SNCY,Sun Country Airlines,Industrials,Passenger Airlines,1743907,SP600,4512,"Air Transportation, Scheduled"
SNDR,Schneider National,Industrials,Cargo Ground Transportation,1692063,SP600,4213,Trucking (No Local)
SNEX,StoneX Group Inc.,Financials,Investment Banking & Brokerage,913760,SP600,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
SONO,"Sonos, Inc.",Consumer Discretionary,Consumer Electronics,1314727,SP600,3651,Household Audio & Video Equipment
SPHR,Sphere Entertainment,Communication Services,Movies & Entertainment,1795250,SP600,7900,Services-Amusement & Recreation Services
SPNT,SiriusPoint Ltd.,Financials,Reinsurance,1576018,SP600,6331,"Fire, Marine & Casualty Insurance"
SPSC,"SPS Commerce, Inc.",Information Technology,Application Software,1092699,SP600,7372,Services-Prepackaged Software
SRPT,Sarepta Therapeutics,Health Care,Biotechnology,873303,SP600,2834,Pharmaceutical Preparations
SSTK,"Shutterstock, Inc.",Communication Services,Interactive Media & Services,1549346,SP600,7374,Services-Computer Processing & Data Preparation
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,718937,SP600,3851,Ophthalmic Goods
STBA,"S&T Bancorp, Inc.",Financials,Regional Banks,719220,SP600,6022,State Commercial Banks
STC,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,94344,SP600,6361,Title Insurance
STEL,"Stellar Bancorp, Inc.",Financials,Regional Banks,1473844,SP600,6021,National Commercial Banks
STEP,StepStone Group,Financials,Asset Management & Custody Banks,1796022,SP600,6282,Investment Advice
STRA,"Strategic Education, Inc.",Consumer Discretionary,Education Services,1013934,SP600,8200,Services-Educational Services
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,1356576,SP600,2834,Pharmaceutical Preparations
SXI,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,310354,SP600,3580,Refrigeration & Service Industry Machinery
SXT,Sensient Technologies,Materials,Specialty Chemicals,310142,SP600,2860,Industrial Organic Chemicals
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Exploration & Production,1724965,SP600,1311,Crude Petroleum & Natural Gas
TBBK,"The Bancorp, Inc.",Financials,Regional Banks,1295401,SP600,6021,National Commercial Banks
TDC,Teradata,Information Technology,IT Consulting & Other Services,816761,SP600,7372,Services-Prepackaged Software
TDS,"Telephone and Data Systems, Inc.",Communication Services,Integrated Telecommunication Services,1051512,SP600,4813,Telephone Communications (No Radiotelephone)
TDW,"Tidewater, Inc.",Energy,Oil & Gas Equipment & Services,98222,SP600,4400,Water Transportation
TFIN,"Triumph Bancorp, Inc.",Financials,Regional Banks,1539638,SP600,6022,State Commercial Banks
TFX,Teleflex,Health Care,Health Care Equipment,96943,SP600,3841,Surgical & Medical Instruments & Apparatus
TGTX,"TG Therapeutics, Inc.",Health Care,Biotechnology,1001316,SP600,2834,Pharmaceutical Preparations
THRM,Gentherm Incorporated,Consumer Discretionary,Automotive Parts & Equipment,903129,SP600,3714,Motor Vehicle Parts & Accessories
TILE,"Interface, Inc.",Industrials,Office Services & Supplies,715787,SP600,2273,Carpets & Rugs
TMDX,"TransMedics Group, Inc.",Health Care,Health Care Equipment,1756262,SP600,3845,Electromedical & Electrotherapeutic Apparatus
TMP,Tompkins Financial Corporation,Financials,Regional Banks,1005817,SP600,6022,State Commercial Banks
TNC,Tennant Company,Industrials,Industrial Machinery & Supplies & Components,97134,SP600,3580,Refrigeration & Service Industry Machinery
TNDM,Tandem Diabetes Care,Health Care,Health Care Equipment,1438133,SP600,3841,Surgical & Medical Instruments & Apparatus
TPH,"Tri Pointe Homes, Inc.",Consumer Discretionary,Homebuilding,1561680,SP600,1531,Operative Builders
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,Packaged Foods & Meats,98677,SP600,2060,Sugar & Confectionery Products
TRIP,TripAdvisor,Communication Services,Interactive Media & Services,1526520,SP600,7370,"Services-Computer Programming, Data Processing, Etc."
TRMK,Trustmark Corp.,Financials,Regional Banks,36146,SP600,6021,National Commercial Banks
TRN,"Trinity Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,99780,SP600,3743,Railroad Equipment
TRNO,Terreno Realty Corporation,Real Estate,Industrial REITs,1476150,SP600,6500,Real Estate
TRST,TrustCo Bank Corp NY,Financials,Regional Banks,357301,SP600,6022,State Commercial Banks
TRUP,Trupanion,Financials,Life & Health Insurance,1371285,SP600,6324,Hospital & Medical Service Plans
TWO,Two Harbors Investment Corp.,Financials,Mortgage REITs,1465740,SP600,6798,Real Estate Investment Trusts
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1336917,SP600,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1336917,SP600,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
UCB,"United Community Banks, Inc.",Financials,Regional Banks,857855,SP600,6022,State Commercial Banks
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,Semiconductor Materials & Equipment,1275014,SP600,3674,Semiconductors & Related Devices
UE,Urban Edge Properties,Real Estate,Retail REITs,1611547,SP600,6500,Real Estate
UFCS,"United Fire Group, Inc.",Financials,Property & Casualty Insurance,101199,SP600,6331,"Fire, Marine & Casualty Insurance"
UFPT,"UFP Technologies, Inc.",Health Care,Health Care Equipment,914156,SP600,3841,Surgical & Medical Instruments & Apparatus
UHT,Universal Health Realty Income Trust,Real Estate,Health Care REITs,798783,SP600,6798,Real Estate Investment Trusts
UNF,UniFirst Corporation,Industrials,Diversified Support Services,717954,SP600,7200,Services-Personal Services
UNFI,United Natural Foods Inc,Consumer Staples,Food Retail,1020859,SP600,5141,"Wholesale-Groceries, General Line"
UNIT,Uniti Group,Communication Services,Alternative Carriers,2020795,SP600,4813,Telephone Communications (No Radiotelephone)
UPBD,"Upbound Group, Inc.",Consumer Discretionary,Computer & Electronics Retail,933036,SP600,7359,"Services-Equipment Rental & Leasing, NEC"
UPWK,"Upwork, Inc.",Industrials,Human Resource & Employment Services,1627475,SP600,7374,Services-Computer Processing & Data Preparation
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,Apparel Retail,912615,SP600,5651,Retail-Family Clothing Stores
USPH,"U.S. Physical Therapy, Inc.",Health Care,Health Care Facilities,885978,SP600,8000,Services-Health Services
UTL,Unitil Corporation,Utilities,Electric Utilities,755001,SP600,4931,Electric & Other Services Combined
UVV,Universal Corporation,Consumer Staples,Tobacco,102037,SP600,5150,Wholesale-Farm Product Raw Materials
VAC,Marriott Vacations Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1524358,SP600,6531,Real Estate Agents & Managers (For Others)
VCEL,Vericel,Health Care,Biotechnology,887359,SP600,2836,"Biological Products, (No Diagnostic Substances)"
VCTR,"Victory Capital Holdings, Inc.",Financials,Asset Management & Custody Banks,1570827,SP600,6282,Investment Advice
VCYT,"Veracyte, Inc.",Health Care,Health Care Services,1384101,SP600,8071,Services-Medical Laboratories
VECO,Veeco Instruments Inc.,Information Technology,Semiconductor Materials & Equipment,103145,SP600,3559,"Special Industry Machinery, NEC"
VGNT,Versigent PLC,Consumer Discretionary,Other Specialty Retail,2078008,SP600,3714,Motor Vehicle Parts & Accessories
VIAV,VIAVI Solutions,Information Technology,Communications Equipment,912093,SP600,3674,Semiconductors & Related Devices
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology,1706431,SP600,2836,"Biological Products, (No Diagnostic Substances)"
VIRT,"Virtu Financial, Inc.",Financials,Financial Exchanges & Data,1592386,SP600,6211,"Security Brokers, Dealers & Flotation Companies"
VITL,"Vital Farms, Inc.",Consumer Staples,Agricultural Products & Services,1579733,SP600,2000,Food and Kindred Products
VRE,"Veris Residential, Inc.",Real Estate,Office REITs,924901,SP600,6798,Real Estate Investment Trusts
VRRM,Verra Mobility Corporation,Industrials,Data Processing & Outsourced Services,1682745,SP600,4700,Transportation Services
VRTS,"Virtus Investment Partners, Inc.",Financials,Asset Management & Custody Banks,883237,SP600,6282,Investment Advice
VSAT,"Viasat, Inc.",Information Technology,Communications Equipment,797721,SP600,4899,"Communications Services, NEC"
VSCO,Victoria's Secret,Consumer Discretionary,Apparel Retail,1856437,SP600,5621,Retail-Women's Clothing Stores
VSEC,VSE Corporation,Industrials,Aerospace & Defense,102752,SP600,8711,Services-Engineering Services
VSH,Vishay Intertechnology,Information Technology,Electronic Components,103730,SP600,3670,Electronic Components & Accessories
VSNT,"Versant Media Group, Inc.",Communication Services,Cable & Satellite,2067876,SP600,4833,Television Broadcasting Stations
VSTS,Vestis,Industrials,Diversified Support Services,1967649,SP600,5190,Wholesale-Miscellaneous Nondurable Goods
VTOL,Bristow Group Inc.,Energy,Oil & Gas Equipment & Services,1525221,SP600,4522,"Air Transportation, Nonscheduled"
VYX,NCR Voyix,Information Technology,IT Consulting & Other Services,70866,SP600,3578,Calculating & Accounting Machines (No Electronic Computers)
WABC,Westamerica Bank,Financials,Regional Banks,311094,SP600,6021,National Commercial Banks
WAFD,"WaFd, Inc.",Financials,Regional Banks,936528,SP600,6021,National Commercial Banks
WAY,Waystar Holding Corp,Health Care,Health Care Technology,1990354,SP600,7373,Services-Computer Integrated Systems Design
WD,"Walker & Dunlop, Inc.",Financials,Commercial & Residential Mortgage Finance,1497770,SP600,6199,Finance Services
WDFC,WD-40 Company,Consumer Staples,Household Products,105132,SP600,2890,Miscellaneous Chemical Products
WEN,The Wendy's Company,Consumer Discretionary,Restaurants,105668,SP600,5812,Retail-Eating  Places
WERN,Werner Enterprises,Industrials,Cargo Ground Transportation,793074,SP600,4213,Trucking (No Local)
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,Automobile Manufacturers,107687,SP600,3716,Motor Homes
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,1699136,SP600,3533,Oil & Gas Field Machinery & Equipment
WINA,Winmark,Consumer Discretionary,Other Specialty Retail,908315,SP600,5900,Retail-Miscellaneous Retail
WKC,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,789460,SP600,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations)
WLY,John Wiley & Sons,Communication Services,Publishing,107140,SP600,2731,Books: Publishing or  Publishing & Printing
WOR,Worthington Enterprises,Industrials,Building Products,108516,SP600,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills"
WRLD,World Acceptance Corporation,Financials,Consumer Finance,108385,SP600,6141,Personal Credit Institutions
WS,Worthington Steel,Materials,Steel,1968487,SP600,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills"
WSC,WillScot Holdings Corp.,Industrials,Office Services & Supplies,1647088,SP600,7350,Services-Miscellaneous Equipment Rental & Leasing
WSFS,WSFS Financial Corporation,Financials,Regional Banks,828944,SP600,6021,National Commercial Banks
WSR,Whitestone REIT,Real Estate,Retail REITs,1175535,SP600,6798,Real Estate Investment Trusts
WT,"WisdomTree Investments, Inc.",Financials,Asset Management & Custody Banks,880631,SP600,6211,"Security Brokers, Dealers & Flotation Companies"
WU,Western Union,Financials,Transaction & Payment Processing Services,1365135,SP600,7389,"Services-Business Services, NEC"
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,Footwear,110471,SP600,3140,"Footwear, (No Rubber)"
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,Hotel & Resort REITs,1616000,SP600,7011,Hotels & Motels
XNCR,Xencor Inc,Health Care,Biotechnology,1326732,SP600,2834,Pharmaceutical Preparations
XPEL,"XPEL, Inc.",Consumer Discretionary,Automotive Parts & Equipment,1767258,SP600,3470,"Coating, Engraving & Allied Services"
YELP,"Yelp, Inc.",Communication Services,Interactive Media & Services,1345016,SP600,7200,Services-Personal Services
YOU,"Clear Secure, Inc.",Information Technology,Application Software,1856314,SP600,7372,Services-Prepackaged Software
ZD,Ziff Davis,Communication Services,Advertising,1084048,SP600,4822,Telegraph & Other Message Communications
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,Industrial Machinery & Supplies & Components,1439288,SP600,3560,General Industrial Machinery & Equipment
