ticker,name,sector,industry,cik,index_member,sic_code,sic_desc
KEY,KeyCorp,Financials,Regional Banks,91576,SP500,6021,National Commercial Banks
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,1601046,SP500,3823,"Industrial Instruments For Measurement, Display, and Control"
KMB,Kimberly-Clark,Consumer Staples,Household Products,55785,SP500,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes)
KIM,Kimco Realty,Real Estate,Retail REITs,879101,SP500,6798,Real Estate Investment Trusts
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,1506307,SP500,4922,Natural Gas Transmission
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,1404912,SP500,6282,Investment Advice
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,319201,SP500,3827,Optical Instruments & Lenses
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,1637459,SP500,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
KR,Kroger,Consumer Staples,Food Retail,56873,SP500,5411,Retail-Grocery Stores
LHX,L3Harris,Industrials,Aerospace & Defense,202058,SP500,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
LH,Labcorp,Health Care,Health Care Services,920148,SP500,8071,Services-Medical Laboratories
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,707549,SP500,3559,"Special Industry Machinery, NEC"
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,1300514,SP500,7011,Hotels & Motels
LDOS,Leidos,Industrials,Diversified Support Services,1336920,SP500,7373,Services-Computer Integrated Systems Design
LEN,Lennar,Consumer Discretionary,Homebuilding,920760,SP500,1520,General Bldg Contractors - Residential Bldgs
LII,Lennox International,Industrials,Building Products,1069202,SP500,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
LLY,Lilly (Eli),Health Care,Pharmaceuticals,59478,SP500,2834,Pharmaceutical Preparations
LIN,Linde plc,Materials,Industrial Gases,1707925,SP500,2810,Industrial Inorganic Chemicals
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,1335258,SP500,7900,Services-Amusement & Recreation Services
LMT,Lockheed Martin,Industrials,Aerospace & Defense,936468,SP500,3760,Guided Missiles & Space Vehicles & Parts
L,Loews Corporation,Financials,Multi-line Insurance,60086,SP500,6331,"Fire, Marine & Casualty Insurance"
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,60667,SP500,5211,Retail-Lumber & Other Building Materials Dealers
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1397187,SP500,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
LITE,Lumentum,Information Technology,Communications Equipment,1633978,SP500,3669,"Communications Equipment, NEC"
LYB,LyondellBasell,Materials,Specialty Chemicals,1489393,SP500,2860,Industrial Organic Chemicals
MTB,M&T Bank,Financials,Regional Banks,36270,SP500,6022,State Commercial Banks
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,1510295,SP500,2911,Petroleum Refining
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1048286,SP500,7011,Hotels & Motels
MRSH,Marsh McLennan,Financials,Insurance Brokers,62709,SP500,6411,"Insurance Agents, Brokers & Service"
MLM,Martin Marietta Materials,Materials,Construction Materials,916076,SP500,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
MAS,Masco,Industrials,Building Products,62996,SP500,3430,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures"
MA,Mastercard,Financials,Transaction & Payment Processing Services,1141391,SP500,7389,"Services-Business Services, NEC"
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,63754,SP500,2090,Miscellaneous Food Preparations & Kindred Products
MCD,McDonald's,Consumer Discretionary,Restaurants,63908,SP500,5812,Retail-Eating  Places
MCK,McKesson Corporation,Health Care,Health Care Distributors,927653,SP500,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
MDT,Medtronic,Health Care,Health Care Equipment,1613103,SP500,3845,Electromedical & Electrotherapeutic Apparatus
MRK,Merck & Co.,Health Care,Pharmaceuticals,310158,SP500,2834,Pharmaceutical Preparations
META,Meta Platforms,Communication Services,Interactive Media & Services,1326801,SP500,7370,"Services-Computer Programming, Data Processing, Etc."
MET,MetLife,Financials,Life & Health Insurance,1099219,SP500,6311,Life Insurance
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1037646,SP500,3826,Laboratory Analytical Instruments
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,789570,SP500,7011,Hotels & Motels
MCHP,Microchip Technology,Information Technology,Semiconductors,827054,SP500,3674,Semiconductors & Related Devices
MU,Micron Technology,Information Technology,Semiconductors,723125,SP500,3674,Semiconductors & Related Devices
MSFT,Microsoft,Information Technology,Systems Software,789019,SP500,7372,Services-Prepackaged Software
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,912595,SP500,6798,Real Estate Investment Trusts
MRNA,Moderna,Health Care,Biotechnology,1682852,SP500,2836,"Biological Products, (No Diagnostic Substances)"
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,24545,SP500,2082,Malt Beverages
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,1103982,SP500,2000,Food and Kindred Products
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,1280452,SP500,3674,Semiconductors & Related Devices
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,865752,SP500,2086,Bottled & Canned Soft Drinks & Carbonated Waters
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,1059556,SP500,7320,"Services-Consumer Credit Reporting, Collection Agencies"
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,895421,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,1285785,SP500,2870,Agricultural Chemicals
MSI,Motorola Solutions,Information Technology,Communications Equipment,68505,SP500,3663,Radio & Tv Broadcasting & Communications Equipment
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,1408198,SP500,7389,"Services-Business Services, NEC"
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,1120193,SP500,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1002047,SP500,3572,Computer Storage Devices
NFLX,Netflix,Communication Services,Movies & Entertainment,1065280,SP500,7841,Services-Video Tape Rental
NEM,Newmont,Materials,Gold,1164727,SP500,1040,Gold and Silver Ores
NWSA,News Corp (Class A),Communication Services,Publishing,1564708,SP500,2711,Newspapers: Publishing or  Publishing & Printing
NWS,News Corp (Class B),Communication Services,Publishing,1564708,SP500,2711,Newspapers: Publishing or  Publishing & Printing
NEE,NextEra Energy,Utilities,Multi-Utilities,753308,SP500,4911,Electric Services
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",320187,SP500,3021,Rubber & Plastics Footwear
NI,NiSource,Utilities,Multi-Utilities,1111711,SP500,4931,Electric & Other Services Combined
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,72331,SP500,3569,"General Industrial Machinery & Equipment, NEC"
NSC,Norfolk Southern,Industrials,Rail Transportation,702165,SP500,4011,"Railroads, Line-Haul Operating"
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,73124,SP500,6022,State Commercial Banks
NOC,Northrop Grumman,Industrials,Aerospace & Defense,1133421,SP500,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1513761,SP500,4400,Water Transportation
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,1013871,SP500,4911,Electric Services
NUE,Nucor,Materials,Steel,73309,SP500,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
NVDA,Nvidia,Information Technology,Semiconductors,1045810,SP500,3674,Semiconductors & Related Devices
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,906163,SP500,1531,Operative Builders
NXPI,NXP Semiconductors,Information Technology,Semiconductors,1413447,SP500,3674,Semiconductors & Related Devices
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,898173,SP500,5531,Retail-Auto & Home Supply Stores
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,797468,SP500,1311,Crude Petroleum & Natural Gas
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,878927,SP500,4213,Trucking (No Local)
OMC,Omnicom Group,Communication Services,Advertising,29989,SP500,7311,Services-Advertising Agencies
ON,ON Semiconductor,Information Technology,Semiconductors,1097864,SP500,3674,Semiconductors & Related Devices
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,1039684,SP500,4923,Natural Gas Transmisison & Distribution
ORCL,Oracle Corporation,Information Technology,Application Software,1341439,SP500,7372,Services-Prepackaged Software
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,1781335,SP500,3600,Electronic & Other Electrical Equipment (No Computer Equip)
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,75362,SP500,3711,Motor Vehicles & Passenger Car Bodies
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,75677,SP500,2650,Paperboard Containers & Boxes
PLTR,Palantir Technologies,Information Technology,Application Software,1321655,SP500,7372,Services-Prepackaged Software
PANW,Palo Alto Networks,Information Technology,Systems Software,1327567,SP500,3577,"Computer Peripheral Equipment, NEC"
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,2041610,SP500,4833,Television Broadcasting Stations
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,76334,SP500,3490,Miscellaneous Fabricated Metal Products
PAYX,Paychex,Industrials,Human Resource & Employment Services,723531,SP500,8700,"Services-Engineering, Accounting, Research, Management"
PYPL,PayPal,Financials,Transaction & Payment Processing Services,1633917,SP500,7389,"Services-Business Services, NEC"
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,77360,SP500,3550,Special Industry Machinery (No Metalworking Machinery)
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,77476,SP500,2080,Beverages
PFE,Pfizer,Health Care,Pharmaceuticals,78003,SP500,2834,Pharmaceutical Preparations
PCG,PG&E Corporation,Utilities,Multi-Utilities,1004980,SP500,4931,Electric & Other Services Combined
PM,Philip Morris International,Consumer Staples,Tobacco,1413329,SP500,2111,Cigarettes
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,1534701,SP500,2911,Petroleum Refining
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,764622,SP500,4911,Electric Services
PNC,PNC Financial Services,Financials,Diversified Banks,713676,SP500,6021,National Commercial Banks
POOL,Pool Corporation,Consumer Discretionary,Distributors,945841,SP500,5090,Wholesale-Misc Durable Goods
PPG,PPG Industries,Materials,Specialty Chemicals,79879,SP500,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods"
PPL,PPL Corporation,Utilities,Electric Utilities,922224,SP500,4911,Electric Services
PFG,Principal Financial Group,Financials,Life & Health Insurance,1126328,SP500,6321,Accident & Health Insurance
PG,Procter & Gamble,Consumer Staples,Personal Care Products,80424,SP500,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics"
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,80661,SP500,6331,"Fire, Marine & Casualty Insurance"
PLD,Prologis,Real Estate,Industrial REITs,1045609,SP500,6798,Real Estate Investment Trusts
PRU,Prudential Financial,Financials,Life & Health Insurance,1137774,SP500,6311,Life Insurance
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,788784,SP500,4931,Electric & Other Services Combined
PTC,PTC Inc.,Information Technology,Application Software,857005,SP500,7372,Services-Prepackaged Software
PSA,Public Storage,Real Estate,Self-Storage REITs,1393311,SP500,6798,Real Estate Investment Trusts
PHM,PulteGroup,Consumer Discretionary,Homebuilding,822416,SP500,1531,Operative Builders
PWR,Quanta Services,Industrials,Construction & Engineering,1050915,SP500,1731,Electrical Work
QCOM,Qualcomm,Information Technology,Semiconductors,804328,SP500,3663,Radio & Tv Broadcasting & Communications Equipment
DGX,Quest Diagnostics,Health Care,Health Care Services,1022079,SP500,8071,Services-Medical Laboratories
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,2058873,SP500,3674,Semiconductors & Related Devices
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1037038,SP500,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments"
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,720005,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
RTX,RTX Corporation,Industrials,Aerospace & Defense,101829,SP500,3724,Aircraft Engines & Engine Parts
O,Realty Income,Real Estate,Retail REITs,726728,SP500,6798,Real Estate Investment Trusts
REG,Regency Centers,Real Estate,Retail REITs,910606,SP500,6798,Real Estate Investment Trusts
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,872589,SP500,2834,Pharmaceutical Preparations
RF,Regions Financial Corporation,Financials,Regional Banks,1281761,SP500,6021,National Commercial Banks
RSG,Republic Services,Industrials,Environmental & Facilities Services,1060391,SP500,4953,Refuse Systems
RMD,ResMed,Health Care,Health Care Equipment,943819,SP500,3841,Surgical & Medical Instruments & Apparatus
RVTY,Revvity,Health Care,Health Care Equipment,31791,SP500,3826,Laboratory Analytical Instruments
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,1783879,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,1024478,SP500,3829,"Measuring & Controlling Devices, NEC"
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,84839,SP500,7340,Services-To Dwellings & Other Buildings
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,882835,SP500,3823,"Industrial Instruments For Measurement, Display, and Control"
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,745732,SP500,5651,Retail-Family Clothing Stores
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",884887,SP500,4400,Water Transportation
SPGI,S&P Global,Financials,Financial Exchanges & Data,64040,SP500,7320,"Services-Consumer Credit Reporting, Collection Agencies"
CRM,Salesforce,Information Technology,Application Software,1108524,SP500,7372,Services-Prepackaged Software
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",2023554,SP500,3572,Computer Storage Devices
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,1034054,SP500,6798,Real Estate Investment Trusts
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,87347,SP500,1389,"Oil & Gas Field Services, NEC"
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",1137789,SP500,3572,Computer Storage Devices
SRE,Sempra,Utilities,Multi-Utilities,1032208,SP500,4932,Gas & Other Services Combined
NOW,ServiceNow,Information Technology,Systems Software,1373715,SP500,7372,Services-Prepackaged Software
SHW,Sherwin-Williams,Materials,Specialty Chemicals,89800,SP500,5200,"Retail-Building Materials, Hardware, Garden Supply"
SPG,Simon Property Group,Real Estate,Retail REITs,1063761,SP500,6798,Real Estate Investment Trusts
SWKS,Skyworks Solutions,Information Technology,Semiconductors,4127,SP500,3674,Semiconductors & Related Devices
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,91419,SP500,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies"
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,2005951,SP500,2650,Paperboard Containers & Boxes
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,91440,SP500,3420,"Cutlery, Handtools & General Hardware"
SOLV,Solventum,Health Care,Health Care Technology,1964738,SP500,3841,Surgical & Medical Instruments & Apparatus
SO,Southern Company,Utilities,Electric Utilities,92122,SP500,4911,Electric Services
LUV,Southwest Airlines,Industrials,Passenger Airlines,92380,SP500,4512,"Air Transportation, Scheduled"
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,93556,SP500,3420,"Cutlery, Handtools & General Hardware"
SBUX,Starbucks,Consumer Discretionary,Restaurants,829224,SP500,5810,Retail-Eating & Drinking Places
STT,State Street Corporation,Financials,Asset Management & Custody Banks,93751,SP500,6022,State Commercial Banks
STLD,Steel Dynamics,Materials,Steel,1022671,SP500,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
STE,Steris,Health Care,Health Care Equipment,1757898,SP500,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
SYK,Stryker Corporation,Health Care,Health Care Equipment,310764,SP500,3841,Surgical & Medical Instruments & Apparatus
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1375365,SP500,3571,Electronic Computers
SYF,Synchrony Financial,Financials,Consumer Finance,1601712,SP500,6199,Finance Services
SNPS,Synopsys,Information Technology,Application Software,883241,SP500,7372,Services-Prepackaged Software
SYY,Sysco,Consumer Staples,Food Distributors,96021,SP500,5140,Wholesale-Groceries & Related Products
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,1283699,SP500,4812,Radiotelephone Communications
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,1113169,SP500,6282,Investment Advice
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,946581,SP500,7372,Services-Prepackaged Software
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1116132,SP500,3100,Leather & Leather Products
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,1389170,SP500,4922,Natural Gas Transmission
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,27419,SP500,5331,Retail-Variety Stores
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,1385157,SP500,5065,"Wholesale-Electronic Parts & Equipment, NEC"
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,1094285,SP500,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,97210,SP500,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1318605,SP500,3711,Motor Vehicles & Passenger Car Bodies
TXN,Texas Instruments,Information Technology,Semiconductors,97476,SP500,3674,Semiconductors & Related Devices
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,1811074,SP500,6792,Oil Royalty Traders
TXT,Textron,Industrials,Aerospace & Defense,217346,SP500,3720,Aircraft & Parts
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,97745,SP500,3829,"Measuring & Controlling Devices, NEC"
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,109198,SP500,5651,Retail-Family Clothing Stores
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,1973266,SP500,7900,Services-Amusement & Recreation Services
TTD,Trade Desk (The),Communication Services,Advertising,1671933,SP500,7370,"Services-Computer Programming, Data Processing, Etc."
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,916365,SP500,5200,"Retail-Building Materials, Hardware, Garden Supply"
TT,Trane Technologies,Industrials,Building Products,1466258,SP500,3822,Auto Controls For Regulating Residential & Comml Environments
TDG,TransDigm Group,Industrials,Aerospace & Defense,1260221,SP500,3728,"Aircraft Parts & Auxiliary Equipment, NEC"
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,86312,SP500,6331,"Fire, Marine & Casualty Insurance"
TRMB,Trimble Inc.,Information Technology,Application Software,864749,SP500,3829,"Measuring & Controlling Devices, NEC"
TFC,Truist Financial,Financials,Diversified Banks,92230,SP500,6021,National Commercial Banks
TYL,Tyler Technologies,Information Technology,Application Software,860731,SP500,7372,Services-Prepackaged Software
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,100493,SP500,2015,Poultry Slaughtering and Processing
USB,U.S. Bancorp,Financials,Diversified Banks,36104,SP500,6021,National Commercial Banks
UBER,Uber,Industrials,Passenger Ground Transportation,1543151,SP500,7389,"Services-Business Services, NEC"
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,74208,SP500,6798,Real Estate Investment Trusts
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1403568,SP500,5990,"Retail-Retail Stores, NEC"
UNP,Union Pacific Corporation,Industrials,Rail Transportation,100885,SP500,4011,"Railroads, Line-Haul Operating"
UAL,United Airlines Holdings,Industrials,Passenger Airlines,100517,SP500,4512,"Air Transportation, Scheduled"
UPS,United Parcel Service,Industrials,Air Freight & Logistics,1090727,SP500,4210,Trucking & Courier Services (No Air)
URI,United Rentals,Industrials,Trading Companies & Distributors,1067701,SP500,7359,"Services-Equipment Rental & Leasing, NEC"
UNH,UnitedHealth Group,Health Care,Managed Health Care,731766,SP500,6324,Hospital & Medical Service Plans
UHS,Universal Health Services,Health Care,Health Care Facilities,352915,SP500,8062,"Services-General Medical & Surgical Hospitals, NEC"
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,1035002,SP500,2911,Petroleum Refining
VTR,Ventas,Real Estate,Health Care REITs,740260,SP500,6798,Real Estate Investment Trusts
VLTO,Veralto,Industrials,Environmental & Facilities Services,1967680,SP500,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,1014473,SP500,7371,Services-Computer Programming Services
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,1442145,SP500,7374,Services-Computer Processing & Data Preparation
VZ,Verizon,Communication Services,Integrated Telecommunication Services,732712,SP500,4813,Telephone Communications (No Radiotelephone)
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,875320,SP500,2834,Pharmaceutical Preparations
VRT,Vertiv,Industrials,Electrical Components & Equipment,1674101,SP500,3679,"Electronic Components, NEC"
VTRS,Viatris,Health Care,Pharmaceuticals,1792044,SP500,2834,Pharmaceutical Preparations
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,1705696,SP500,6798,Real Estate Investment Trusts
V,Visa Inc.,Financials,Transaction & Payment Processing Services,1403161,SP500,7389,"Services-Business Services, NEC"
VST,Vistra Corp.,Utilities,Electric Utilities,1692819,SP500,4911,Electric Services
VMC,Vulcan Materials Company,Materials,Construction Materials,1396009,SP500,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,11544,SP500,6331,"Fire, Marine & Casualty Insurance"
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,277135,SP500,5000,Wholesale-Durable Goods
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,943452,SP500,3743,Railroad Equipment
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,104169,SP500,5331,Retail-Variety Stores
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,1744489,SP500,7990,Services-Miscellaneous Amusement & Recreation
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,1437107,SP500,4841,Cable & Other Pay Television Services
WM,Waste Management,Industrials,Environmental & Facilities Services,823768,SP500,4953,Refuse Systems
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,1000697,SP500,3826,Laboratory Analytical Instruments
WEC,WEC Energy Group,Utilities,Electric Utilities,783325,SP500,4931,Electric & Other Services Combined
WFC,Wells Fargo,Financials,Diversified Banks,72971,SP500,6021,National Commercial Banks
WELL,Welltower,Real Estate,Health Care REITs,766704,SP500,6798,Real Estate Investment Trusts
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,105770,SP500,3841,Surgical & Medical Instruments & Apparatus
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",106040,SP500,3572,Computer Storage Devices
WY,Weyerhaeuser,Real Estate,Timber REITs,106535,SP500,6798,Real Estate Investment Trusts
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,719955,SP500,5700,"Retail-Home Furniture, Furnishings & Equipment Stores"
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,107263,SP500,4922,Natural Gas Transmission
WTW,Willis Towers Watson,Financials,Insurance Brokers,1140536,SP500,6411,"Insurance Agents, Brokers & Service"
WDAY,"Workday, Inc.",Information Technology,Application Software,1327811,SP500,7374,Services-Computer Processing & Data Preparation
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,1174922,SP500,7011,Hotels & Motels
XEL,Xcel Energy,Utilities,Multi-Utilities,72903,SP500,4931,Electric & Other Services Combined
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,1524472,SP500,3561,Pumps & Pumping Equipment
YUM,Yum! Brands,Consumer Discretionary,Restaurants,1041061,SP500,5812,Retail-Eating  Places
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,877212,SP500,3560,General Industrial Machinery & Equipment
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,1136869,SP500,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
ZTS,Zoetis,Health Care,Pharmaceuticals,1555280,SP500,2834,Pharmaceutical Preparations
AA,Alcoa,Materials,Aluminum,1675149,SP400,3334,Primary Production of  Aluminum
AAL,American Airlines Group,Industrials,Passenger Airlines,6201,SP400,4512,"Air Transportation, Scheduled"
AAON,AAON,Industrials,Building Products,824142,SP400,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
ACI,Albertsons,Consumer Staples,Food Retail,1646972,SP400,5411,Retail-Grocery Stores
ACM,AECOM,Industrials,Construction & Engineering,868857,SP400,8711,Services-Engineering Services
ADC,Agree Realty,Real Estate,Retail REITs,917251,SP400,6798,Real Estate Investment Trusts
AEIS,Advanced Energy,Information Technology,Semiconductor Materials & Equipment,927003,SP400,3679,"Electronic Components, NEC"
AFG,American Financial Group,Financials,Multi-line Insurance,1042046,SP400,6331,"Fire, Marine & Casualty Insurance"
AGCO,AGCO,Industrials,Agricultural & Farm Machinery,880266,SP400,3523,Farm Machinery & Equipment
AHR,American Healthcare REIT,Real Estate,Health Care REITs,1632970,SP400,6798,Real Estate Investment Trusts
AIT,Applied Industrial Technologies,Industrials,Trading Companies & Distributors,109563,SP400,5080,"Wholesale-Machinery, Equipment & Supplies"
ALGM,Allegro MicroSystems,Information Technology,Semiconductors,866291,SP400,3674,Semiconductors & Related Devices
ALK,Alaska Air Group,Industrials,Passenger Airlines,766421,SP400,4512,"Air Transportation, Scheduled"
ALLY,Ally Financial,Financials,Consumer Finance,40729,SP400,6022,State Commercial Banks
ALV,Autoliv,Consumer Discretionary,Automotive Parts & Equipment,1034670,SP400,3714,Motor Vehicle Parts & Accessories
AM,Antero Midstream,Energy,Oil & Gas Storage & Transportation,1623925,SP400,4922,Natural Gas Transmission
AMG,Affiliated Managers Group,Financials,Asset Management & Custody Banks,1004434,SP400,6282,Investment Advice
AMH,American Homes 4 Rent,Real Estate,Single-Family Residential REITs,1562401,SP400,6798,Real Estate Investment Trusts
AMKR,Amkor Technology,Information Technology,Semiconductors,1047127,SP400,3674,Semiconductors & Related Devices
AN,AutoNation,Consumer Discretionary,Automotive Retail,350698,SP400,5500,Retail-Auto Dealers & Gasoline Stations
ANF,Abercrombie & Fitch,Consumer Discretionary,Apparel Retail,1018840,SP400,5651,Retail-Family Clothing Stores
APG,APi Group,Industrials,Construction & Engineering,1796209,SP400,7340,Services-To Dwellings & Other Buildings
APPF,AppFolio,Information Technology,Application Software,1433195,SP400,7372,Services-Prepackaged Software
AR,Antero Resources,Energy,Oil & Gas Exploration & Production,1433270,SP400,1311,Crude Petroleum & Natural Gas
ARMK,Aramark,Consumer Discretionary,Distributors,1584509,SP400,5812,Retail-Eating  Places
